KO	Function Category Level 4	Gene Count
K05740	DIAPH1; diaphanous 1	0
K13285	sipB, ipaB, bipB; invasin B	0
K05728	CSK; c-src tyrosine kinase [EC:2.7.10.2]	0
K13287	sipD, ipaD, bipD; invasin D	0
K13286	sipC, ipaC, bipC; invasin C	0
K05748	WASF2; WAS protein family, member 2	0
K08339	ATG5; autophagy-related protein 5	0
K13793	ospE, espO; secreted effector OspE	0
K13791	ipaH9.8; invasion plasmid antigen	0
K06256	CD44; CD44 antigen	0
K13284	sipA, ipaA; invasin A	0
K02580	NFKB1; nuclear factor NF-kappa-B p105 subunit	0
K02581	NFKBIB; NF-kappa-B inhibitor beta	0
K13790	icsB, bopA; virulence protein IcsB	0
K04696	SOCS3, CIS3; suppressor of cytokine signaling 3	0
K04692	STAT3; signal transducer and activator of transcription 3	0
K12473	LDLR; low-density lipoprotein receptor	0
K04371	ERK1_2; extracellular signal-regulated kinase 1/2 [EC:2.7.11.24]	0
K06625	CDKN1A, P21, CIP1; cyclin-dependent kinase inhibitor 1A	0
K02158	BAD; BCL2-antagonist of cell death	0
K04735	RELA; transcription factor p65	0
K04734	NFKBIA; NF-kappa-B inhibitor alpha	0
K12077	PDK1; pyruvate dehydrogenase kinase isoform 1 [EC:2.7.11.2]	0
K03173	TRAF2; TNF receptor-associated factor 2	0
K11221	STAT2; signal transducer and activator of transcription 2	0
K11220	STAT1; signal transducer and activator of transcription 1	0
K07211	IKBKE, IKKE; inhibitor of nuclear factor kappa-B kinase subunit epsilon [EC:2.7.11.10]	0
K07210	IKBKG, IKKG, NEMO; inhibitor of nuclear factor kappa-B kinase subunit gamma	0
K08524	NR2B1, RXRA; retinoid X receptor alpha	0
K10030	IL8, CXCL8; interleukin 8	0
K02861	RIPK1, RIP1; receptor-interacting serine/threonine-protein kinase 1 [EC:2.7.11.1]	0
K03171	TRADD; tnfrsf1a-associated via death domain	0
K04357	EGF; epidermal growth factor	0
K06088	OCLN; occludin	0
K03083	GSK3B; glycogen synthase kinase 3 beta [EC:2.7.11.26]	0
K05842	TRIF; toll-like receptor adapter molecule 1	0
K09444	IRF1; interferon regulatory factor 1	0
K04441	P38; p38 MAP kinase [EC:2.7.11.24]	0
K09447	IRF7; interferon regulatory factor 7	0
K04693	IRF9, ISGF3G, P48; interferon regulatory factor 9	0
K05401	TLR3; toll-like recepto 3	0
K04706	PIAS; protein inhibitor of activated STAT	0
K04440	JNK; c-Jun N-terminal kinase [EC:2.7.11.24]	0
K03237	eIF-2A, EIF2S1; translation initiation factor eIF-2 alpha subunit	0
K05130	IFNAR1; interferon receptor 1	0
K05131	IFNAR2; interferon receptor 2	0
K03250	eIF-36, EIF3S6, INT6; translation initiation factor eIF-3 subunit 6	0
K06087	CLDN; claudin	0
K04451	TP53, P53; tumor protein p53	0
K08860	EIF2AK; eukaryotic translation initiation factor 2-alpha kinase [EC:2.7.11.1]	0
K03156	TNFA; tumor necrosis factor superfamily, member 2	0
K03099	SOS; son of sevenless	0
K04365	BRAF; B-Raf proto-oncogene serine/threonine-protein kinase [EC:2.7.11.1]	0
K06698	PSME3; proteasome activator subunit 3 (PA28 gamma)	0
K07294	NR1C1, PPARA; peroxisome proliferator-activated receptor alpha	0
K01165	RNASEL; ribonuclease L [EC:3.1.26.-]	0
K03456	PPP2R1; protein phosphatase 2 (formerly 2A), regulatory subunit A	0
K03158	TNFRSF1A, TNFR1; tumor necrosis factor receptor superfamily member 1A	0
K04467	IKBKA, IKKA, CHUK; inhibitor of nuclear factor kappa-B kinase subunit alpha [EC:2.7.11.10]	0
K02649	PIK3R; phosphoinositide-3-kinase, regulatory subunit	0
K14217	IFIT1; interferon-induced protein with tetratricopeptide repeats 1	0
K14216	OAS; 2'-5'-oligoadenylate synthetase	0
K12648	MAVS, IPS1; mitochondrial antiviral-signaling protein	0
K08845	ARAF, ARAF1; A-Raf proto-oncogene serine/threonine-protein kinase [EC:2.7.11.1]	0
K11217	JAK1; Janus kinase 1 [EC:2.7.10.2]	0
K11219	TYK2; non-receptor tyrosine kinase [EC:2.7.10.2]	0
K07827	KRAS, KRAS2; GTPase KRas	0
K12646	DDX58, RIG-I; ATP-dependent RNA helicase DDX58 [EC:3.6.3.14]	0
K08536	NR1H3, LXRA; liver X receptor alpha	0
K03174	TRAF3; TNF receptor-associated factor 3	0
K03175	TRAF6; TNF receptor-associated factor 6	0
K07209	IKBKB, IKKB; inhibitor of nuclear factor kappa-B kinase subunit beta [EC:2.7.11.10]	0
K04361	EGFR, ERBB1; epidermal growth factor receptor [EC:2.7.10.1]	0
K06508	CD81, TAPA1; CD81 antigen	0
K04382	PPP2C; protein phosphatase 2 (formerly 2A), catalytic subunit [EC:3.1.3.16]	0
K04354	PPP2R2; protein phosphatase 2 (formerly 2A), regulatory subunit B	0
K00922	PIK3C; phosphatidylinositol-4,5-bisphosphate 3-kinase [EC:2.7.1.153]	0
K13885	SCARB1; scavenger receptor class B, member 1	0
K02833	HRAS; GTPase HRas	0
K07828	NRAS; GTPase NRas	0
K04364	GRB2; growth factor receptor-binding protein 2	0
K02580	NFKB1; nuclear factor NF-kappa-B p105 subunit	0
K04456	AKT; RAC serine/threonine-protein kinase [EC:2.7.11.1]	0
K05415	IFNB; interferon beta	0
K05414	IFNA; interferon alpha	0
K04366	RAF1; RAF proto-oncogene serine/threonine-protein kinase [EC:2.7.11.1]	0
K05411	IRF3; interferon regulatory factor 3	0
K05410	TBK1; TANK-binding kinase 1 [EC:2.7.11.10]	0
K11224	STAT5B; signal transducer and activator of transcription 5B	0
K11221	STAT2; signal transducer and activator of transcription 2	0
K11220	STAT1; signal transducer and activator of transcription 1	0
K11223	STAT5A; signal transducer and activator of transcription 5A	0
K02091	CDK6; cyclin-dependent kinase 6 [EC:2.7.11.22]	0
K12646	DDX58, RIG-I; ATP-dependent RNA helicase DDX58 [EC:3.6.3.14]	0
K04007	CD46, MCP; membrane cofactor protein	0
K04389	TNFSF6, FASL; tumor necrosis factor ligand superfamily member 6	0
K11859	TNFAIP3, A20; tumor necrosis factor, alpha-induced protein 3 [EC:3.-.-.-]	0
K04503	CCND1; cyclin D1	0
K04447	JAK2; Janus kinase 2 [EC:2.7.10.2]	0
K04467	IKBKA, IKKA, CHUK; inhibitor of nuclear factor kappa-B kinase subunit alpha [EC:2.7.11.10]	0
K04734	NFKBIA; NF-kappa-B inhibitor alpha	0
K12648	MAVS, IPS1; mitochondrial antiviral-signaling protein	0
K11217	JAK1; Janus kinase 1 [EC:2.7.10.2]	0
K11218	JAK3; Janus kinase 3 [EC:2.7.10.2]	0
K11219	TYK2; non-receptor tyrosine kinase [EC:2.7.10.2]	0
K02089	CDK4; cyclin-dependent kinase 4 [EC:2.7.11.22]	0
K12647	IFIH1, MDA5; interferon-induced helicase C domain-containing protein 1 [EC:3.6.4.13]	0
K03237	eIF-2A, EIF2S1; translation initiation factor eIF-2 alpha subunit	0
K06470	CD28; CD28 antigen	0
K07900	RAB9B; Ras-related protein Rab-9B	0
K06563	CD209; CD209 antigen	0
K05763	MSN; moesin	0
K04692	STAT3; signal transducer and activator of transcription 3	0
K04693	IRF9, ISGF3G, P48; interferon regulatory factor 9	0
K04519	IL1B; interleukin 1 beta	0
K05425	IL12B; interleukin 12B	0
K02649	PIK3R; phosphoinositide-3-kinase, regulatory subunit	0
K05429	IL2; interleukin 2	0
K04687	IFNG; interferon gamma	0
K04729	MYD88; myeloid differentiation primary response protein MyD88	0
K04722	TNFRSF10, TRAILR; tumor necrosis factor receptor superfamily member 10	0
K04721	TNFSF10, TRAIL; tumor necrosis factor ligand superfamily member 10	0
K07899	RAB9A, RAB9; Ras-related protein Rab-9A	0
K14216	OAS; 2'-5'-oligoadenylate synthetase	0
K00922	PIK3C; phosphatidylinositol-4,5-bisphosphate 3-kinase [EC:2.7.1.153]	0
K03115	CSNK2B; casein kinase II subunit beta	0
K10161	TLR9; toll-like receptor 9	0
K10160	TLR4; toll-like receptor 4	0
K05435	IL13; interleukin 13	0
K04456	AKT; RAC serine/threonine-protein kinase [EC:2.7.11.1]	0
K05430	IL4; interleukin 4	0
K02580	NFKB1; nuclear factor NF-kappa-B p105 subunit	0
K14753	RACK1; guanine nucleotide-binding protein subunit beta-2-like 1 protein	0
K14754	MX1; interferon-induced GTP-binding protein Mx1	0
K03283	HSPA1_8; heat shock 70kDa protein 1/8	0
K10151	CCND2; cyclin D2	0
K10152	CCND3; cyclin D3	0
K04730	IRAK1; interleukin-1 receptor-associated kinase 1 [EC:2.7.11.1]	0
K04733	IRAK4; interleukin-1 receptor-associated kinase 4 [EC:2.7.11.1]	0
K04735	RELA; transcription factor p65	0
K10159	TLR2; toll-like receptor 2	0
K12968	ADAR, ADAR1; double-stranded RNA-specific adenosine deaminase [EC:3.5.4.-]	0
K09447	IRF7; interferon regulatory factor 7	0
K05404	TLR7; toll-like receptor 7	0
K05405	IL6; interleukin 6	0
K05406	IL12A; interleukin 12A	0
K05130	IFNAR1; interferon receptor 1	0
K05131	IFNAR2; interferon receptor 2	0
K05132	IFNGR1, CD119; interferon gamma receptor 1	0
K05133	IFNGR2; interferon gamma receptor 2	0
K04427	MAP3K7, TAK1; mitogen-activated protein kinase kinase kinase 7 [EC:2.7.11.25]	0
K10144	RCHY1, PIRH2; ring finger and CHY zinc finger domain-containing protein 1	0
K10148	TP73; tumor protein p73	0
K02206	CDK2; cyclin-dependent kinase 2 [EC:2.7.11.22]	0
K03175	TRAF6; TNF receptor-associated factor 6	0
K04222	TACR1; tachykinin receptor 1	0
K10785	TRBV; T-cell receptor beta chain V region	0
K10784	TRAV; T cell receptor alpha chain V region	0
K04383	IL1A; interleukin 1 alpha	0
K05415	IFNB; interferon beta	0
K05414	IFNA; interferon alpha	0
K05411	IRF3; interferon regulatory factor 3	0
K05410	TBK1; TANK-binding kinase 1 [EC:2.7.11.10]	0
K04390	TNFRSF6, FAS; tumor necrosis factor receptor superfamily member 6	0
K03083	GSK3B; glycogen synthase kinase 3 beta [EC:2.7.11.26]	0
K05068	IL2RA, CD25; interleukin 2 receptor alpha	0
K05069	IL2RB; interleukin 2 receptor beta	0
K10132	BBC3, PUMA; BCL2-binding component 3	0
K07211	IKBKE, IKKE; inhibitor of nuclear factor kappa-B kinase subunit epsilon [EC:2.7.11.10]	0
K03247	eIF-33, EIF3S3; translation initiation factor eIF-3 subunit 3	0
K06536	SLAMF1, CD150; signaling lymphocytic activation molecule family member 1	0
K12560	FCGR2B, CD32; low affinity immunoglobulin gamma Fc region receptor II-b	0
K04451	TP53, P53; tumor protein p53	0
K06856	IGH; immunoglobulin heavy chain	0
K08860	EIF2AK; eukaryotic translation initiation factor 2-alpha kinase [EC:2.7.11.1]	0
K07990	SH2D1A, SAP; SH2 domain protein 1A	0
K05070	IL2RG; interleukin 2 receptor gamma	0
K03097	CSNK2A; casein kinase II subunit alpha [EC:2.7.11.1]	0
K04404	MAP3K7IP2, TAB2; TAK1-binding protein 2	0
K14752	DOK1; docking protein 1	0
K02581	NFKBIB; NF-kappa-B inhibitor beta	0
K06451	CD3E; CD3E antigen, epsilon polypeptide	0
K05703	FYN; proto-oncogene tyrosine-protein kinase Fyn [EC:2.7.10.2]	0
K06452	CD3G; CD3G antigen, gamma polypeptide	0
K06624	CDKN1B, P27, KIP1; cyclin-dependent kinase inhibitor 1B	0
K06450	CD3D; CD3D antigen, delta polypeptide	0
K06626	CCNE; cyclin E	0
K02677	CPKC; classical protein kinase C [EC:2.7.11.13]	0
K04926	KCNQ1; potassium voltage-gated channel KQT-like subfamily member 1	0
K02155	ATPeVPL, ATP6L; V-type H+-transporting ATPase 16kDa proteolipid subunit [EC:3.6.3.14]	0
K02154	ATPeVI, ATP6N1A; V-type H+-transporting ATPase subunit I [EC:3.6.3.14]	0
K02153	ATPeVH, ATP6H; V-type H+-transporting ATPase subunit H [EC:3.6.3.14]	0
K02152	ATPeVG, ATP6G1; V-type H+-transporting ATPase subunit G [EC:3.6.3.14]	0
K02151	ATPeVF, ATP6S14; V-type H+-transporting ATPase subunit F [EC:3.6.3.14]	0
K02150	ATPeVE, ATP6E; V-type H+-transporting ATPase subunit E [EC:3.6.3.14]	0
K08043	ADCY3; adenylate cyclase 3 [EC:4.6.1.1]	0
K09481	SEC61B, SBH2; protein transport protein SEC61 subunit beta	0
K10954	zot; zona occludens toxin	0
K10955	MUC2; intestinal mucin-2	0
K10956	SEC61A; protein transport protein SEC61 subunit alpha	0
K10950	ERO1L; ERO1-like protein alpha [EC:1.8.4.-]	0
K10951	SLC12A2, NKCC1; solute carrier family 12 (sodium/potassium/chloride transporter), member 2	0
K10952	ace; accessory cholera enterotoxin	0
K10953	rtxA; RTX toxin RtxA	0
K05031	CFTR; cystic fibrosis transmembrane conductance regulator [EC:3.6.3.49]	0
K07937	ARF1; ADP-ribosylation factor 1	0
K10934	tcpE; toxin co-regulated pilus biosynthesis protein E	0
K10935	tcpF; toxin co-regulated pilus biosynthesis protein F	0
K10932	tcpC; toxin co-regulated pilus biosynthesis outer membrane protein C	0
K10933	tcpD; toxin co-regulated pilus biosynthesis protein D	0
K10930	tcpA; toxin co-regulated pilin	0
K10931	tcpB; toxin co-regulated pilus biosynthesis protein B	0
K05692	ACTB_G1; actin beta/gamma 1	0
K03662	ATPeVS1, ATP6S1; V-type H+-transporting ATPase S1 subunit [EC:3.6.3.14]	0
K03661	ATPeVPF, ATP6F; V-type H+-transporting ATPase 21kDa proteolipid subunit [EC:3.6.3.14]	0
K02144	ATPeV54kD; V-type H+-transporting ATPase 54 kD subunit [EC:3.6.3.14]	0
K02145	ATPeVA, ATP6A1; V-type H+-transporting ATPase subunit A [EC:3.6.3.14]	4
K02146	ATPeVAC39, ATP6D; V-type H+-transporting ATPase subunit AC39 [EC:3.6.3.14]	0
K02147	ATPeVB, ATP6B1; V-type H+-transporting ATPase subunit B [EC:3.6.3.14]	5
K02148	ATPeVC, ATP6C; V-type H+-transporting ATPase subunit C [EC:3.6.3.14]	0
K02149	ATPeVD, ATP6M; V-type H+-transporting ATPase subunit D [EC:3.6.3.14]	0
K05859	PLCG; phospholipase C, gamma [EC:3.1.4.11]	0
